"setup_event_temperatemode","Mode","모드","モード","Единица измерения","Mode","Modus","Modus","Modo","Modalità"
"setup_event_temptreshold","Threshold","임계온도","閾値","Порог","Seuil","Drempel","Schwelle","Límite","Soglia"
"setup_wdr_caution","If the WDR function is on, you cannot use the exposure settings.","WDR기능이 동작중 이라면 노출 설정을 할수 없습니다.","WDR 機能がオンの場合、露光設定を使用できません。","Если функция WDR включена, параметры экспозиции не могут быть применены.","Si la fonction WDR est activée, vous ne pouvez pas utiliser les paramètres d'exposition.","Als de WDR functie actief is dan kunt u de belichting instellingen niet gebruiken.","Wenn die WDR-Funktion eingeschaltet ist, können Sie die Belichtungseinstellungen nicht verwenden.","Si la función WDR está activada, no puede utilizar los ajustes de exposición.","Se la funzione WDR è attiva, non è possibile utilizzare le impostazioni di esposizione."
"Imperfect","Imperfect","불완전","不完全","Несовершенный","Imparfait","Onvolmaakt","Unvollständig","Imperfecto","Imperfetto"
"Recording","Recording","레코딩 중","録画","Запись","Enregistrement","Aan het opnemen","Aufnahme","Grabación","Registrazione"
"Completed","Completed","완료","完了","Выполнено","Terminé","Gereed","Abgeschlossen","Terminado","Completato"
"Error","Error","에러","エラー","Ошибка","Erreur","Fout","Fehler","Error","Errore"
"security","SECURITY","보안","セキュリティ","Безопасность","SÉCURITÉ","BEVEILIGING","Sicherheit","SEGURIDAD","SICUREZZA"
"rtsp_authentication","RTSP AUTHENTICATION","RTSP 인증","RTSP 認証","RTSP АВТОРИЗАЦИЯ","AUTHENTIFICATION RTSP","RTSP AUTHENTICATIE","RTSP Authentifizierung","AUTENTICACIÓN RTSP","AUTENTICAZIONE RTSP"
"rtsp_auth_config","RTSP Authentication Configuration","RTSP 인증 설정","RTSP 認証設定","Настройка RTSP авторизации","Configuration de l'authentification RTSP","RTSP Authenticatie Configuratie","RTSP Authentifizierung Konfiguration","Configuración de la autenticación RTSP","Configurazione dell'autenticazione RTSP"
"ip_address_filter","IP Address Filter","IP 주소 필터","IP アドレスフィルター","Фильтр IP-адресов","Filtre d'adresse IP","IP Adres Filter","IP Adressenfilter","Filtrado de direcciones IP","Filtro indirizzo IP"
"ip_address_filter_configuration","IP Address Filter Configuration","IP 주소 필터 설정","IP アドレスフィルター設定","Фильтр IP-адресов","Configuration du filtre d'adresse IP","IP Adres Filter Configuratie","IP Adressenfilter Konfiguration","Configuración de la dirección IP Filter","Configurazione del filtro dell'indirizzo IP"
"cyber_vigilant","CyberVigilant®","CyberVigilant®","CyberVigilant®","CyberVigilant®","CyberVigilant®","CyberVigilant®","CyberVigilant®","CyberVigilant®","CyberVigilant®"
"cyber_vigilant_enable","Enable CyberVigilant®","Enable CyberVigilant®","Enable CyberVigilant®","Включение CyberVigilant®","Activer CyberVigilant®","CyberVigilant® activeren","CyberVigilant® aktivieren","Habilitar CyberVigilant®","Abilita CyberVigilant®"
"cyber_vigilant_configuration","CyberVigilant® CONFIGURATION","CyberVigilant® 설정","CyberVigilant® CONFIGURATION","CyberVigilant® настройка","CONFIGURATION CyberVigilant®","CyberVigilant® CONFIGURATIE","CyberVigilant® Konfiguration","CONFIGURACIÓN CyberVigilant®","CONFIGURAZIONE CyberVigilant®"
"setup_filtered_ip_addresss","Filtered IP Address","필터된 IP 주소","フィルターされる IP アドレス","Список адресов","Adresse IP filtrée","Gefilterd IP Adres","Gefilterte IP Adressen","Dirección IP Filtrada","Indirizzo IP filtrato"
"setup_authorized_device","Authorized Device","인증된 장치","Authorized Device","Подключенные устройства","Appareil autorisé","Geautoriseerd apparaat","Berechtigtes Gerät","Dispositivo autorizado","Dispositivo autorizzato"
"setup_ip_filter_type","IP Filter Type","IP 필터 방법","IP フィルタータイプ","Тип фильтра","Type de filtre IP","IP Filter Type","IP Filtertyp","Tipo de filtro IP","Tipo di filtro IP"
"setup_cyber_vigilant_type","CyberVigilant® Type","CyberVigilant® 방법","CyberVigilant® Type","CyberVigilant® Type","Type CyberVigilant®","CyberVigilant® Type","CyberVigilant® Typ","Tipo CyberVigilant®","Tipo CyberVigilant®"
"setup_allow","Allow","허용","許可","Разрешенные","Permettre","Toestaan","Zulassen","Permitir","Permesso"
"setup_deny","Deny","거부","拒否","Запрещенные","Refuser","Weigeren","Verweigern","Denegar","Non Permesso"
"msg_invalid","Invalid","유효하지 않음","無効","Недопустимый","Invalide","Ongeldig","Ungültig","Inválido","Non valido"
"msg_valid","Valid","유효함","有効","Верный","Valide","Geldig","Gültig","Válido","Valido"
"rtsp_session_timeout","Session Timeout","RTSP 세션 타임아웃","セッションタイムアウト","Тайм-аут сессии RTSP","Expiration de la session","Sessie Time-out","Sitzungszeitüberschreitung","Sesión expirada","Timeout sessione"
"admin_password_change","The password of the admin account has not been changed from the default.<br>Please change the admin’s password to access the web management and connect to the VMS/NVR system.<br> <button class=""button"" id=""change_pass"">CHANGE PASSWORD</button>","관리자 계정의 비밀번호가 기본값입니다.<br>실시간 영상을 보기위해서는 관리자 계정의 비밀번호를 최초 1회 변경해야 합니다.<br> <button class=""button"" id=""change_pass"">CHANGE PASSWORD</button>","管理者アカウントのパスワードがデフォルト値です。<br>リアルタイムの映像を表示するためには、<br>管理者アカウントのパスワードを最初の1回変更する必要があります。<br> <button class=""button"" id=""change_pass"">パスワードを変更する</button>","Пароль для учетной записи администратора по умолчанию. <br> Чтобы просмотреть видео в реальном времени,<br> вам нужно изменить пароль администратора один раз.<br><button class=""button"" id=""change_pass""> изменить пароль </button>","Le mot de passe du compte administrateur n'a pas été modifié par défaut. <br> Veuillez modifier le mot de passe de l'administrateur pour accéder à la gestion Web et vous connecter au système VMS / NVR. <br> <button class = ""button"" id = ""change_pass""> MODIFIER LE MOT DE PASSE </button>","Het Admin wachtwoord staat nog ingesteld naar de fabriekswaarden. Wijzig AUB het Admin wachtwoord om toegang te krijgen tot het web management en om verbinding te maken met het VMS/NVR system.","Das Kennwort des Administratorkontos wurde nicht geändert.<br>Bitte ändern Sie das Administratorkennwort, um auf die Webverwaltung zuzugreifen und eine Verbindung zum VMS/NVR-System herzustellen.<br> <button class=""button"" id=""change_pass"">PASSWORT ÄNDERN</button>","La contraseña por defecto de la cuenta de administrador no se ha cambiado. <br> Por favor, cambie la contraseña del administrador para acceder a la gestión web y conectarse al sistema VMS / NVR. <br> <button class = ""button"" id = ""change_pass""> Cambiar contraseña </button>","La password dell'account amministratore non è stata modificata rispetto a quella predefinita.<br>Cambia la password dell'amministratore per accedere alla gestione web e connettersi al sistema VMS/NVR.<br> <button class=""button"" id=""change_pass "">CAMBIA PASSWORD</button>"
"admin_password_set","The Admin account password has not been set.<br>Please set the Admin password.<br> <button class=""button"" id=""change_pass"">SET PASSWORD</button>","관리자 계정의 비밀번호가 기본값입니다.<br>실시간 영상을 보기위해서는 관리자 계정의 비밀번호를 최초 1회 변경해야 합니다.<br> <button class=""button"" id=""change_pass"">SET PASSWORD</button>","The Admin account password has not been set.<br>Please set the Admin password.<br> <button class=""button"" id=""change_pass"">SET PASSWORD</button>","Пароль для учетной записи администратора по умолчанию. <br> Чтобы просмотреть видео в реальном времени,<br> вам нужно изменить пароль администратора один раз.<br><button class=""button"" id=""change_pass""> изменить пароль </button>","Le mot de passe du compte administrateur n'a pas été défini. <br> Veuillez définir le mot de passe administrateur. <br> <button class = ""button"" id = ""change_pass""> SET PASSWORD </button>","Het Admin wachtwoord is nog niet ingegeven. Geef AUB het Admin wachtwoord in.","Das Passwort für das Admin-Konto wurde nicht festgelegt.<br>Bitte legen Sie das Admin-Passwort fest.<br> <button class=""button"" id=""change_pass"">PASSWORT SETZEN</button>","La contraseña de la cuenta de Administrador no ha sido ajustada. <br> Por favor, establezca la contraseña de administrador. <br><button class=""button"" id=""change_pass"">  ESTABLECER CONTRASEÑA </button>","La password dell'account amministratore non è stata impostata.<br>Imposta la password amministratore.<br> <button class=""button"" id=""change_pass"">IMPOSTA PASSWORD</button>"
